# Expression Atlas									
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-GEOD-52564									
# Selected columns: 8 (all)									
# Timestamp: Fri, 08-Oct-2021 15:29:21									
Gene ID	Gene Name	astrocyte	endothelial cell	microglia	mixture	myelinating oligodendrocytes	neuron	newly formed oligodendrocytes	oligodendrocyte precursor cells
ENSMUSG00000024658	Gm9750	17			2			0.8	2
ENSMUSG00000024659	Anxa1	0.9	54	2	10				3
ENSMUSG00000024660	Incenp	30	11	15	30	3	9	8	28
ENSMUSG00000024661	Fth1	311	3489	3185	1015	6117	429	1454	528
ENSMUSG00000024663	Rab3il1	5	7	199	10	2	5	4	16
ENSMUSG00000024664	Fads3	30	13	8	58	3	46	14	17
ENSMUSG00000024665	Fads2	1473	44	21	718	92	234	272	561
ENSMUSG00000024666	Tmem138	15	4	4	11	2	8	7	12
ENSMUSG00000024667	Tmem216	10	5	2	9	2	8	4	10
ENSMUSG00000024668	Sdhaf2	16	15	5	13	10	13	13	14
ENSMUSG00000024669	Cd5		0.5	10					
ENSMUSG00000024670	Cd6			1					
ENSMUSG00000024672	Ms4a7			19	0.8				1
ENSMUSG00000024673	Ms4a1			0.5					
ENSMUSG00000024677	Ms4a6b		0.7	28	2				3
ENSMUSG00000024679	Ms4a6d			78	4	1			6
ENSMUSG00000024682	Cblif						0.6		
ENSMUSG00000024683	Mrpl16	26	23	19	23	7	28	12	29
ENSMUSG00000024687	Osbp	62	50	28	55	31	67	44	60
ENSMUSG00000024691	Fam111a	4	29	9	12		1	0.9	13
ENSMUSG00000024695	Zfp91	69	65	20	57	51	68	59	56
ENSMUSG00000024696	Lpxn	3	0.8	120	5	1	2	2	9
ENSMUSG00000024697	Gna14				0.5		2		0.6
ENSMUSG00000024712	Rfk	56	50	26	73	51	137	76	104
ENSMUSG00000024713	Pcsk5	1	0.5		4		8	0.9	4
ENSMUSG00000024725	Ostf1	14	136	73	34	16	8	32	127
ENSMUSG00000024726	Carnmt1	4	2	0.5	4	0.5	3	3	11
ENSMUSG00000024727	Trpm6	0.9	16		2				
ENSMUSG00000024732	Ccdc86	9	8	38	7	9	7	13	15
ENSMUSG00000024735	Prpf19	67	58	60	78	93	132	141	141
ENSMUSG00000024736	Tmem132a	40	21	108	90	32	149	44	85
ENSMUSG00000024737	Slc15a3		0.8	684	20	2	0.8	1	28
ENSMUSG00000024740	Ddb1	187	364	166	196	223	257	334	286
ENSMUSG00000024742	Fen1	1	3	1	2	1	1	2	4
ENSMUSG00000024743	Syt7	10	4	4	85	6	159	4	21
ENSMUSG00000024747	Aldh1a7	2	39	0.5	3				2
ENSMUSG00000024750	Zfand5	122	65	53	52	20	128	60	42
ENSMUSG00000024754	Cemip2	10	35	3	23	16	17	121	15
ENSMUSG00000024758	Rtn3	475	126	124	679	485	1079	516	490
ENSMUSG00000024759	Atl3	39	53	6	27	21	22	48	26
ENSMUSG00000024761	Gm16437	1	6	8	3	3	6	2	4
ENSMUSG00000024764	Naa40	27	5	15	21	7	21	13	17
ENSMUSG00000024766	Lipo3	1	6		1		3	0.6	0.8
ENSMUSG00000024767	Otub1	91	64	127	121	100	180	105	108
ENSMUSG00000024769	Cdc42bpg	31	3	6	9	13	12	11	8
ENSMUSG00000024772	Ehd1	43	98	435	87	220	77	252	123
ENSMUSG00000024773	Atg2a	46	22	66	30	18	35	28	29
ENSMUSG00000024776	Stambpl1	22	0.9	24	8	1	10	9	21
ENSMUSG00000024777	Ppp2r5b	107	46	39	147	168	278	131	98
ENSMUSG00000024778	Fas	18	24	14	3		1		0.5
ENSMUSG00000024780	Cdc37l1	51	24	4	38	27	40	95	44
ENSMUSG00000024781	Lipa	24	224	122	32	28	11	22	35
ENSMUSG00000024782	Ak3	138	164	19	104	146	54	154	128
ENSMUSG00000024784	Gpha2	0.8					1		
ENSMUSG00000024785	Rcl1	18	49	28	28	21	38	25	27
ENSMUSG00000024786	Majin	0.7			0.6				
ENSMUSG00000024787	Snx15	27	41	30	30	181	46	162	34
ENSMUSG00000024789	Jak2	76	194	16	74	15	85	68	77
ENSMUSG00000024790	Sac3d1	12	22	17	21	23	26	21	25
ENSMUSG00000024791	Cdca5	12	8	3	11	0.9	2	2	13
ENSMUSG00000024792	Zfpl1	42	31	33	36	29	56	47	49
ENSMUSG00000024793	Tnfrsf25	1	12	3	6		1	0.7	0.9
ENSMUSG00000024795	Kif20b	8	3		6		2	1	8
ENSMUSG00000024797	Vps51	47	22	47	34	25	50	35	44
ENSMUSG00000024798	Htr7				8	0.6	14		0.8
ENSMUSG00000024799	Tm7sf2	191	10	5	59	60	39	60	22
ENSMUSG00000024800	Rpp30	12	10	2	13	10	19	20	21
ENSMUSG00000024805	Pcgf5	7	3	1	4	0.7	2	6	8
ENSMUSG00000024807	Syvn1	90	24	40	43	43	78	71	51
ENSMUSG00000024810	Il33	44		0.8	9	1	1	0.6	19
ENSMUSG00000024811	Tnks2	108	77	23	83	34	84	88	73
ENSMUSG00000024812	Tjp2	160	96	17	47	66	18	66	56
ENSMUSG00000024816	Frmd8	32	46	91	25	337	13	257	86
ENSMUSG00000024817	Uhrf2	49	44	16	30	9	65	27	45
ENSMUSG00000024818	Slc25a45	4	45	246	11	24	0.7	8	15
ENSMUSG00000024824	Rad9a	20	8	40	12	13	17	14	13
ENSMUSG00000024826	Dpf2	51	28	43	32	31	45	48	58
ENSMUSG00000024827	Gldc	108		2	28	3	7	10	43
ENSMUSG00000024829	Mrpl21	22	24	11	29	15	34	27	34
ENSMUSG00000024830	Rps6kb2	47	13	13	26	11	31	25	23
ENSMUSG00000024831	Ighmbp2	17	5	4	9	3	15	10	13
ENSMUSG00000024833	Pola2	11	11	12	10	3	10	5	11
ENSMUSG00000024835	Coro1b	94	204	315	85	135	78	178	110
ENSMUSG00000024841	Eif1ad	20	36	21	30	22	34	38	42
ENSMUSG00000024842	Cabp4	0.6			1		3	0.7	
ENSMUSG00000024843	Chka	60	20	18	28	12	41	31	27
ENSMUSG00000024844	Banf1	67	185	79	181	72	133	107	167
ENSMUSG00000024845	Tmem134	28	47	31	25	70	17	50	34
ENSMUSG00000024846	Cst6		1		2	0.5	0.9	0.7	0.7
ENSMUSG00000024847	Aip	41	161	139	64	116	98	101	87
ENSMUSG00000024851	Pitpnm1	32	1	50	82	13	56	18	59
ENSMUSG00000024853	Sf3b2	102	86	102	114	87	176	132	168
ENSMUSG00000024854	Pold4	15	71	107	18	32	18	33	30
ENSMUSG00000024855	Pacs1	30	42	50	54	8	101	24	49
ENSMUSG00000024856	Cdk2ap2	53	33	99	40	42	58	68	99
ENSMUSG00000024858	Grk2	97	69	351	125	48	123	81	110
ENSMUSG00000024862	Klc2	40	21	33	72	54	139	43	38
ENSMUSG00000024866	Acy3	3	18	2	4	91	2	23	0.6
ENSMUSG00000024867	Pip5k1b	2	51		11	2	8	12	14
ENSMUSG00000024868	Dkk1						0.7		
ENSMUSG00000024869	Gm49405	6	0.6	0.6	3	3	5	4	1
ENSMUSG00000024870	Rab1b	171	316	319	214	375	241	376	315
ENSMUSG00000024871	Doc2g	4			5	2	3	3	1
ENSMUSG00000024873	Cnih2	21	6	64	614	127	414	69	162
ENSMUSG00000024875	Yif1a	48	68	40	40	93	31	91	77
ENSMUSG00000024878	Cbwd1	14	15	0.8	11	6	11	13	11
ENSMUSG00000024883	Rin1	2	5	4	7	4	6	2	6
ENSMUSG00000024885	Aldh3b1	5	4	43	6	70	4	72	7
ENSMUSG00000024887	Asah2	2	5	1	3	6	2	4	4
ENSMUSG00000024889	Rce1	67	75	43	38	34	62	45	55
ENSMUSG00000024891	Slc29a2	45	2	6	29	2	40	9	25
ENSMUSG00000024892	Pcx	195	212	16	83	130	34	84	82
ENSMUSG00000024896	Minpp1	22	29	19	45	22	48	41	46
ENSMUSG00000024897	Apba1	54	1	18	149	47	140	64	39
ENSMUSG00000024899	Papss2	27	8		10	0.9	2		2
ENSMUSG00000024900	Cpt1a	177	144	43	63	11	41	34	53
ENSMUSG00000024901	Peli3	2		2	7	0.7	27	0.5	2
ENSMUSG00000024902	Mrpl11	18	38	18	35	27	47	36	30
ENSMUSG00000024905	Tesmin	9	2		2			0.6	1
ENSMUSG00000024906	Mus81	42	19	24	24	14	25	23	33
ENSMUSG00000024907	Gal	39	1	5	5		13	3	2
ENSMUSG00000024908	Ppp6r3	81	78	20	61	18	69	55	69
ENSMUSG00000024909	Efemp2	50	10	13	21	2	10	13	30
ENSMUSG00000024910	Ctsw	1	122	4	13		0.9		1
ENSMUSG00000024911	Fibp	49	38	31	34	23	45	36	39
ENSMUSG00000024912	Fosl1	1	4	4	2		2		0.8
ENSMUSG00000024913	Lrp5	30	41	73	18	0.6	4	6	31
ENSMUSG00000024914	Drap1	123	218	260	268	241	240	250	268
ENSMUSG00000024921	Smarca2	40	37	9	48	10	41	22	47
ENSMUSG00000024924	Vldlr	128			50	19	23	69	70
ENSMUSG00000024925	Rnaseh2c	13	71	35	20	31	17	25	23
ENSMUSG00000024926	Kat5	69	32	41	38	21	64	34	45
ENSMUSG00000024927	Rela	120	139	383	69	55	55	63	94
ENSMUSG00000024935	Slc1a1	0.5	59		38	19	17	200	95
ENSMUSG00000024936	Kcnk7		1	3	0.9		2		0.7
ENSMUSG00000024937	Ehbp1l1	8	17	57	30	3	35	2	7
ENSMUSG00000024939	Fam89b						0.6		
ENSMUSG00000024940	Ltbp3	74	3	8	20	6	36	39	55
ENSMUSG00000024941	Scyl1	82	91	122	69	55	91	67	91
ENSMUSG00000024942	Capn1	8	17	23	12	1	12		4
ENSMUSG00000024943	Smc5	110	23	2	48	3	43	16	40
ENSMUSG00000024944	Arl2	32	36	25	26	180	43	108	28
ENSMUSG00000024947	Men1	68	35	31	51	23	63	38	71
ENSMUSG00000024948	Map4k2	57	170	55	63	29	55	33	24
ENSMUSG00000024949	Sf1	222	87	141	114	47	192	131	149
ENSMUSG00000024952	Rps6ka4	21	29	68	24	13	20	21	31
ENSMUSG00000024953	Prdx5	97	99	243	170	117	171	130	195
ENSMUSG00000024955	Esrra	36	15	36	23	10	35	16	26
ENSMUSG00000024957	Kcnk4	2		2	7	0.7	4		1
ENSMUSG00000024958	Gpr137	57	29	62	59	103	51	99	58
ENSMUSG00000024959	Bad	19	51	29	28	24	28	27	32
ENSMUSG00000024960	Plcb3	90	54	57	31	6	10	18	65
ENSMUSG00000024962	Vegfb	106	7	135	111	32	79	51	105
ENSMUSG00000024963	Dnajc4	40	38	28	28	39	29	33	50
ENSMUSG00000024965	Fermt3	4	0.9	376	12	3	4	2	18
ENSMUSG00000024966	Stip1	137	179	156	167	191	212	253	335
ENSMUSG00000024968	Rcor2	14	3	1	25	31	24	39	34
ENSMUSG00000024969	Mark2	42	22	44	38	25	39	42	41
ENSMUSG00000024970	Spindoc	40	48	17	27	12	35	24	30
ENSMUSG00000024972	Lgals12	3			1		0.5		
ENSMUSG00000024974	Smc3	78	53	3	70	8	79	34	66
ENSMUSG00000024975	Pdcd4	230	53	8	95	15	108	143	71
ENSMUSG00000024976	Shoc2	51	60	5	41	2	69	13	27
ENSMUSG00000024978	Gpam	730	31	11	140	32	37	39	98
ENSMUSG00000024979	Tectb	2			0.8				
ENSMUSG00000024981	Acsl5	6	60	45	37	2	14	16	49
ENSMUSG00000024982	Zdhhc6	21	16	5	17	9	11	16	24
ENSMUSG00000024983	Vti1a	15	13	7	19	9	21	14	14
ENSMUSG00000024985	Tcf7l2	18	4	4	9	2	6	29	8
ENSMUSG00000024986	Hhex	0.7	44	16	6		0.6		3
ENSMUSG00000024989	Cep55	6	15	0.6	12		2	1	13
ENSMUSG00000024990	Rbp4	3		0.7	7	2	13	2	16
ENSMUSG00000024991	Eif3a	148	101	26	137	26	116	72	93
ENSMUSG00000024993	Fam45a	23	23	7	17	13	21	19	24
ENSMUSG00000024997	Prdx3	85	123	88	140	65	187	110	119
ENSMUSG00000024998	Plce1	29	2		13		2	3	16
ENSMUSG00000024999	Noc3l	37	9	4	21	6	26	45	27
ENSMUSG00000025001	Hells	13	9		10		6	2	10
ENSMUSG00000025006	Sorbs1	23	19	0.5	19	2	25	3	12
ENSMUSG00000025007	Aldh18a1	46	19	11	44	7	47	47	83
ENSMUSG00000025008	Tctn3	91	10	8	31	4	44	14	34
ENSMUSG00000025010	Ccnj	14	9	1	12	3	15	15	16
ENSMUSG00000025013	Tll2					4	1	2	0.5
ENSMUSG00000025016	Tm9sf3	106	127	31	120	54	104	142	145
ENSMUSG00000025017	Pik3ap1			236	8	2	0.9	0.8	16
ENSMUSG00000025019	Lcor	12	5	3	6	2	10	9	7
ENSMUSG00000025020	Slit1	13		1	37	1	64	11	13
ENSMUSG00000025024	Smndc1	107	84	50	62	44	85	91	94
ENSMUSG00000025025	Mxi1	53	47	23	31	16	55	36	45
ENSMUSG00000025026	Add3	172	86	11	99	42	80	92	91
ENSMUSG00000025027	Xpnpep1	43	58	34	36	24	27	44	56
ENSMUSG00000025034	Trim8	135	31	134	96	47	89	73	98
ENSMUSG00000025035	Arl3	55	28	15	81	31	96	45	82
ENSMUSG00000025036	Sfxn2	28		2	10	0.5	11	4	6
ENSMUSG00000025037	Maoa	78	523	3	82	32	60	45	59
ENSMUSG00000025038	Efhc2	0.5	2		2		4		0.8
ENSMUSG00000025040	Fundc1	41	42	20	48	31	73	66	90
ENSMUSG00000025041	Nt5c2	31	12	15	23	7	43	15	27
ENSMUSG00000025044	Msr1			3	0.5				
ENSMUSG00000025047	Pdcd11	30	8	12	18	4	13	15	21
ENSMUSG00000025049	Taf5	16	8	3	9	1	17	5	11
ENSMUSG00000025050	Pcgf6	30	3	3	19	4	37	8	16
ENSMUSG00000025056	Nr0b1				0.5				
ENSMUSG00000025058	5430427O19Rik			7	0.6				0.7
ENSMUSG00000025059	Gk	47	2	1	14	1	11	4	18
ENSMUSG00000025060	Slk	62	97	7	52	25	33	58	41
ENSMUSG00000025066	Sfr1	104	277	34	144	99	124	143	162
ENSMUSG00000025068	Gsto1	14	19	55	34	20	45	50	45
ENSMUSG00000025069	Gsto2	3	1	0.6	0.7	10	2	8	2
ENSMUSG00000025076	Casp7	14	63	10	18	0.9	7	7	26
ENSMUSG00000025077	Dclre1a	13	6	0.9	7	2	5	7	10
ENSMUSG00000025078	Nhlrc2	44	20	10	23	10	22	26	33
ENSMUSG00000025081	Tdrd1				0.8				
ENSMUSG00000025082	Vwa2								0.5
ENSMUSG00000025083	Afap1l2	113	33	0.7	49	4	7	88	163
ENSMUSG00000025085	Ablim1	17	305	2	70	1	155	0.5	2
ENSMUSG00000025086	Trub1	29	3	3	18	5	24	12	20
ENSMUSG00000025089	Gfra1	14	1		31	44	91	119	211
ENSMUSG00000025092	Hspa12a	1	3	1	40	6	87	5	6
ENSMUSG00000025094	Slc18a2	3	4		8	0.9	13	4	3
ENSMUSG00000025102	3110040N11Rik	18	23	12	26	19	27	21	17
ENSMUSG00000025103	Btbd1	75	55	12	89	44	133	79	81
ENSMUSG00000025104	Hdgfl3	20	7	0.8	48	8	156	18	36
ENSMUSG00000025127	Gcgr				0.6		11		
ENSMUSG00000025128	Bhlhe22	0.8		0.9	77	2	111	2	5
ENSMUSG00000025129	Ppp1r27	1		0.9			0.5	0.7	
ENSMUSG00000025130	P4hb	673	1033	791	347	530	320	926	622
ENSMUSG00000025132	Arhgdia	307	654	1802	560	1230	493	1107	646
ENSMUSG00000025133	Ints4	40	14	11	21	21	13	31	35
ENSMUSG00000025134	Alyref	58	43	37	44	21	66	52	56
ENSMUSG00000025135	Anapc11	16	31	21	27	46	33	38	29
ENSMUSG00000025137	Pcyt2	330	11	50	91	421	107	408	58
ENSMUSG00000025138	Sirt7	46	33	39	22	26	23	39	30
ENSMUSG00000025139	Tollip	91	128	123	98	83	138	135	130
ENSMUSG00000025140	Pycr1	2	3	2	6	17	8	89	10
ENSMUSG00000025141	Myadml2			25	2	0.6	2	2	2
ENSMUSG00000025142	Aspscr1	55	66	39	34	37	51	42	44
ENSMUSG00000025144	Cenpx	37	89	62	52	39	51	53	63
ENSMUSG00000025145	Lrrc45	114	24	32	120	31	117	79	68
ENSMUSG00000025147	Mob2	15	31	13	12	10	15	13	16
ENSMUSG00000025150	Cbr2			311	3	3	0.5		20
ENSMUSG00000025151	Maged1	350	189	151	482	140	945	576	863
ENSMUSG00000025153	Fasn	515	10	58	242	579	233	572	321
ENSMUSG00000025154	Arhgap19	9	5	43	14	1	4	4	15
ENSMUSG00000025155	Dus1l	46	31	28	28	24	26	39	33
ENSMUSG00000025156	Gps1	89	50	67	73	61	109	104	111
ENSMUSG00000025157	Zdhhc16	30	20	13	28	17	31	30	31
ENSMUSG00000025158	Rfng	89	15	34	109	32	111	73	82
ENSMUSG00000025159	Mms19	43	16	34	22	10	34	33	21
ENSMUSG00000025161	Slc16a3	0.8	1	48	3	18	2	8	3
ENSMUSG00000025162	Csnk1d	142	169	142	126	77	204	178	206
ENSMUSG00000025163	Cd7		0.5	3					
ENSMUSG00000025165	Sectm1a		10						
ENSMUSG00000025169	Ogfod3	37	34	17	19	33	25	28	42
ENSMUSG00000025170	Rab40b	5	2	1	13	4	13	6	10
ENSMUSG00000025171	Ubtd1	22	230	189	28	9	18	16	13
ENSMUSG00000025172	Ankrd2				0.7		3		
ENSMUSG00000025173	Wdr45b	62	114	83	53	55	76	96	97
ENSMUSG00000025175	Fn3k	1		0.8	3	8	6	3	5
ENSMUSG00000025176	Hoga1	16	3	3	6	0.5	5	1	2
ENSMUSG00000025178	Pi4k2a	60	15	58	32	17	49	30	42
ENSMUSG00000025184	R3hcc1l	9	11	4	5	3	3	4	5
ENSMUSG00000025185	Loxl4		2						1
ENSMUSG00000025188	Hps1	19	2	18	9	3	8	10	11
ENSMUSG00000025189	Cnnm1			2	12	2	24	4	11
ENSMUSG00000025190	Got1	94	11	159	84	56	180	75	79
ENSMUSG00000025192	Entpd7	3	1	3	4	2	6	7	3
ENSMUSG00000025193	Cutc	13	23	3	10	3	6	5	12
ENSMUSG00000025195	Dnmbp	22	15	9	11	1	8	10	22
ENSMUSG00000025196	Cpn1			1					
ENSMUSG00000025198	Erlin1	21	11	12	21	3	13	13	27
ENSMUSG00000025199	Chuk	125	53	14	55	13	77	75	71
ENSMUSG00000025200	Cwf19l1	10	5	3	8	4	12	8	10
ENSMUSG00000025201	Bloc1s2-ps	1	0.6		0.7	0.9	3	2	1
ENSMUSG00000025202	Scd3				2	3	0.8	1	
ENSMUSG00000025203	Scd2	4780	278	130	1948	5857	808	5296	1802
ENSMUSG00000025204	Ndufb8	26	77	47	74	92	66	74	71
ENSMUSG00000025207	Sema4g	30	2	28	57	16	150	37	35
ENSMUSG00000025208	Mrpl43	29	37	32	34	51	44	41	43
ENSMUSG00000025209	Twnk	21	12	12	15	10	16	17	23
ENSMUSG00000025212	Sfxn3	76	25	37	89	11	146	29	59
ENSMUSG00000025213	Kazald1	3	4	0.8	3	1	8	4	6
ENSMUSG00000025216	Lbx1			8					
ENSMUSG00000025217	Btrc	9	5	2	8	2	12	5	8
ENSMUSG00000025218	Poll	23	21	20	14	18	12	24	39
ENSMUSG00000025219	Fgf8						1		
ENSMUSG00000025220	Oga	120	87	17	97	34	166	86	89
ENSMUSG00000025221	Kcnip2	4	0.7	11	68	12	391	51	34
ENSMUSG00000025223	Ldb1	171	95	212	91	49	201	88	97
ENSMUSG00000025224	Gbf1	46	24	19	35	21	40	44	53
ENSMUSG00000025225	Nfkb2	23	47	208	23	7	3	11	11
ENSMUSG00000025226	Fbxl15	17	20	28	25	14	39	22	32
ENSMUSG00000025227	Mfsd13a	45	5	9	23	46	19	43	48
ENSMUSG00000025228	Actr1a	148	169	162	217	337	285	357	240
ENSMUSG00000025229	Pitx3								1
ENSMUSG00000025231	Sufu	30	13	12	14	8	17	14	18
ENSMUSG00000025232	Hexa	131	108	1989	103	95	77	159	283
ENSMUSG00000025234	Arih1	101	53	12	56	16	102	34	39
ENSMUSG00000025235	Bbs4	11	5	2	17	3	27	5	15
ENSMUSG00000025236	Adpgk	28	13	7	12	11	12	21	15
ENSMUSG00000025237	Parp6	30	17	13	77	13	88	20	25
ENSMUSG00000025239	Limd1	55	24	4	27	20	7	55	77
ENSMUSG00000025240	Sacm1l	42	34	4	29	9	45	23	21
ENSMUSG00000025241	Fyco1	23	28	4	28	12	6	13	11
ENSMUSG00000025243	Slc6a20b						0.6		
ENSMUSG00000025245	Lztfl1	8	7	0.5	9	3	15	7	8
ENSMUSG00000025246	Tbl1x	103	46	28	58	7	87	19	53
ENSMUSG00000025255	Zfhx4	4			4	0.8	4	3	7
ENSMUSG00000025257	Ribc1	4	2		2	1	1	1	2
ENSMUSG00000025260	Hsd17b10	97	140	93	86	131	64	103	113
ENSMUSG00000025261	Huwe1	104	34	14	74	24	66	54	55
ENSMUSG00000025262	Fam120c	94	3	1	37	9	37	21	34
ENSMUSG00000025264	Tsr2	20	11	10	34	24	63	43	49
ENSMUSG00000025265	Fgd1	36	12	0.9	27	3	28	11	31
ENSMUSG00000025266	Gnl3l	47	52	7	113	55	282	84	76
ENSMUSG00000025268	Maged2	159	141	51	148	51	252	122	203
ENSMUSG00000025269	Apex2	6	3	2	4	0.7	7	2	5
ENSMUSG00000025270	Alas2	2	127	18	25	45	54	6	365
ENSMUSG00000025271	Pfkfb1	2	2		2		2		0.5
ENSMUSG00000025272	Tro	32	0.6	2	89	4	174	29	77
ENSMUSG00000025277	Abhd6	103	77	25	49	30	25	39	59
ENSMUSG00000025278	Flnb	16	141	24	38	7	27	18	14
ENSMUSG00000025279	Dnase1l3		1	6					
ENSMUSG00000025280	Polr3a	41	14	11	21	10	22	26	22
ENSMUSG00000025283	Sat1	820	561	835	185	38	44	55	125
ENSMUSG00000025287	Acot9	16	123	11	33	5	36	7	15
ENSMUSG00000025289	Prdx4	53	115	42	50	32	34	34	86
ENSMUSG00000025290	Rps24	72	390	179	178	101	130	97	117
ENSMUSG00000025314	Ptprj	25	5	42	19	2	9	50	29
ENSMUSG00000025316	Banp	20	5	8	14	3	11	9	15
ENSMUSG00000025317	Car5a		13						
ENSMUSG00000025318	Jph3	0.6	0.7	15	82	24	88	55	84
ENSMUSG00000025321	Itgb8	83			42	16	16	63	149
ENSMUSG00000025323	Sp4	29	13	2	22	3	40	13	26
ENSMUSG00000025324	Atp10a	3	66	0.8	6		1		1
ENSMUSG00000025326	Ube3a	16	8	1	16	3	32	11	12
ENSMUSG00000025329	Padi1						0.5		
ENSMUSG00000025332	Kdm5c	72	37	39	52	31	62	62	63
ENSMUSG00000025333	Gpr143		2					0.6	
ENSMUSG00000025337	Sbds	83	155	65	79	186	78	201	112
ENSMUSG00000025340	Rabgef1	41	71	63	34	11	39	19	27
ENSMUSG00000025348	Itga7	160	5	1	21	1	5	0.9	4
ENSMUSG00000025350	Rdh5	36	2	3	7	0.9	3	2	3
ENSMUSG00000025351	Cd63	255	14	267	90	64	47	104	123
ENSMUSG00000025352	Gdf11	29	3	0.8	24	12	16	29	34
ENSMUSG00000025353	Ormdl2	18	20	20	11	23	4	28	11
ENSMUSG00000025354	Dnajc14	24	33	22	31	36	32	32	30
ENSMUSG00000025355	Mmp19	2	2	5	2		2	0.5	2
ENSMUSG00000025357	Dgka	9	49	10	16	11	10	29	31
ENSMUSG00000025358	Cdk2	39	41	15	22	1	5	18	32
ENSMUSG00000025359	Pmel	5	4	1	6	4	2	44	54
ENSMUSG00000025362	Rps26	92	631	328	336	287	263	299	241
ENSMUSG00000025364	Pa2g4	94	132	88	130	79	160	165	203
ENSMUSG00000025366	Esyt1	10	121	43	22	2	11	5	7
ENSMUSG00000025369	Smarcc2	314	57	47	199	125	302	142	180
ENSMUSG00000025370	Cdh9				11		6		0.5
ENSMUSG00000025371	Chmp6	39	104	102	56	23	47	39	69
ENSMUSG00000025372	Baiap2	20	105	55	57	17	131	49	46
ENSMUSG00000025373	Rnf41	46	30	55	49	23	71	29	37
ENSMUSG00000025374	Nabp2	40	57	34	64	90	62	95	88
ENSMUSG00000025375	Aatk	55	1	16	86	609	89	717	60
ENSMUSG00000025377	Tepsin	42	5	17	19	11	22	22	18
ENSMUSG00000025380	Fscn2		0.6	0.5	0.5		3	1	2
ENSMUSG00000025381	Cnpy2	60	102	68	64	49	52	94	122
ENSMUSG00000025383	Il23a	0.6		0.7	0.6	47		74	0.7
ENSMUSG00000025384	Faap100	21	10	24	41	9	48	14	22
ENSMUSG00000025393	Atp5b	628	785	500	838	640	1126	1042	1013
ENSMUSG00000025395	Prim1	10	9	0.9	18	2	14	4	25
ENSMUSG00000025400	Tac2				16	0.7	42		2
ENSMUSG00000025401	Myo1a	2			1		1		1
ENSMUSG00000025402	Nab2	14	17	121	16	1	7	2	14
ENSMUSG00000025403	Shmt2	57	40	51	48	39	65	78	75
ENSMUSG00000025404	R3hdm2	74	37	40	105	42	132	68	90
ENSMUSG00000025407	Gli1	90			12		3		1
ENSMUSG00000025408	Ddit3	180	65	147	41	57	59	85	49
ENSMUSG00000025409	Mbd6	88	23	83	46	22	64	55	51
ENSMUSG00000025410	Dctn2	164	215	143	172	263	286	239	199
ENSMUSG00000025413	Ttc4	86	27	17	54	26	110	62	87
ENSMUSG00000025417	Pip4k2c	47	20	40	27	44	28	76	43
ENSMUSG00000025420	Katnal2	4			5		4	0.8	4
ENSMUSG00000025421	Hdhd2	12	3	2	8	27	13	22	13
ENSMUSG00000025422	Agap2	12	3	86	417	81	303	73	278
ENSMUSG00000025423	Pias2	91	77	14	68	27	91	65	80
ENSMUSG00000025425	St8sia5	4		2	11	3	11	0.9	3
ENSMUSG00000025427	Rnf165	1	0.8	1	30	1	31	3	10
ENSMUSG00000025428	Atp5a1	591	828	585	847	524	1120	847	1013
ENSMUSG00000025429	Pstpip2	2		3	23	23	6	27	91
ENSMUSG00000025432	Avil	2	1		1		2	1	
ENSMUSG00000025436	Atp23	9	2	2	5	0.7	4	4	9
ENSMUSG00000025437	Usp33	36	15	3	25	6	39	22	24
ENSMUSG00000025439	Clns1a	38	46	25	44	54	76	83	74
ENSMUSG00000025450	Gm9752	13	2	0.7	7	0.6	16	4	6
ENSMUSG00000025451	Paip1	81	85	18	80	45	102	86	103
ENSMUSG00000025453	Nnt	2			0.6		0.6		0.5
ENSMUSG00000025464	Paox	7	3	10	6	2	8	3	3
ENSMUSG00000025465	Echs1	44	34	31	30	43	25	44	44
ENSMUSG00000025466	Fuom	15	3	2	7	5	12	6	15
ENSMUSG00000025467	Prap1	2					1		1
ENSMUSG00000025468	Caly	2	2	4	126	6	157	14	76
ENSMUSG00000025469	Msx3		3						
ENSMUSG00000025470	Zfp511	23	25	15	27	15	27	20	30
ENSMUSG00000025473	Adam8	5	0.5	9	3	0.5	7	2	4
ENSMUSG00000025474	Tubgcp2	49	42	26	49	17	68	39	68
ENSMUSG00000025475	Adgra1	19		0.5	14	2	48	4	14
ENSMUSG00000025477	Inpp5a	24	33	11	20	32	41	24	14
ENSMUSG00000025478	Dpysl4	49	0.6	2	63	20	122	79	44
ENSMUSG00000025480	Syce1		0.8	0.5	0.5		0.8		
ENSMUSG00000025482	Odf3	7			0.9				
ENSMUSG00000025484	Bet1l	19	21	16	15	14	16	16	17
ENSMUSG00000025485	Ric8a	38	33	29	38	37	53	40	31
ENSMUSG00000025486	Sirt3	20	5	6	15	15	17	9	13
ENSMUSG00000025487	Psmd13	82	127	64	92	91	114	116	128
ENSMUSG00000025488	Cox8b	1				0.7	1		
ENSMUSG00000025489	Ifitm5		0.5						
ENSMUSG00000025491	Ifitm1	3	36	2	8				0.6
ENSMUSG00000025492	Ifitm3	56	430	55	88	3	3	1	18
ENSMUSG00000025494	Sigirr	0.6	102	3	5				0.5
ENSMUSG00000025495	Ptdss2	74	29	29	40	39	42	50	62
